ticker,split,model,lookback,signature_level,forward,k_neighbors,signature_mmd,volatility,volatility_error,var_95,var_99,var_95_error,es_95,es_99,es_95_error,max_drawdown,max_drawdown_error,squared_return_acf_error
EURUSD=X,validation,historical_bootstrap,20,2,1,10,7.330373065751831e-05,0.077418519741797,0.007787733483006834,0.007145730311319926,0.01139383976015668,0.0015340590906677432,0.010405850954854943,0.014607672577161713,0.0006516563982609039,-0.04727752570405906,0.007291085549044611,0.027644243793049784
EURUSD=X,validation,signature_bootstrap,20,2,1,10,0.00015814148898183418,0.07369146754919939,0.011514785675604447,0.006952348599374239,0.010640462228099935,0.00172744080261343,0.00984305757283629,0.013671390894411875,0.0012144497802795574,-0.04207090344709619,0.01249770780600748,0.023448669064050392
SPY,validation,real,20,2,1,20,,0.18777849196639282,0.0,0.019493196967476346,0.02532593439381509,0.0,0.024085134516023936,0.028244347110469803,0.0,-0.10531734404489251,0.0,0.0
SPY,validation,historical_bootstrap,20,2,1,20,0.0014328414392635552,0.17774738868581086,0.01003110328058196,0.0165480653477423,0.03275146975983915,0.0029451316197340455,0.029044259973951502,0.04555678995154705,0.004959125457927566,-0.08992208132997967,0.015395262714912844,0.03688446274931155
SPY,validation,signature_bootstrap,20,2,1,20,0.002651106697467925,0.13688734950594422,0.050891142460448596,0.013692027837017885,0.023171098718806512,0.005801169130458462,0.02085464191968054,0.02894924473724071,0.0032304925963433963,-0.0676741155148024,0.03764322853009011,0.0359622537025588
EURUSD=X,validation,real,20,2,1,20,,0.08520625322480384,0.0,0.008679789401987669,0.011764545268720738,0.0,0.011057507353115847,0.013384970437742678,0.0,-0.05456861125310367,0.0,0.0
EURUSD=X,validation,historical_bootstrap,20,2,1,20,7.330373065751831e-05,0.077418519741797,0.007787733483006834,0.007145730311319926,0.01139383976015668,0.0015340590906677432,0.010405850954854943,0.014607672577161713,0.0006516563982609039,-0.04727752570405906,0.007291085549044611,0.027644243793049784
EURUSD=X,validation,signature_bootstrap,20,2,1,20,0.00017565350731907177,0.07277785483007401,0.012428398394729825,0.006864648483719324,0.010469838075786672,0.0018151409182683449,0.009809623339427136,0.014250438497152056,0.001247884013688711,-0.040059785246662094,0.014508826006441579,0.02122608030109912
SPY,validation,real,20,2,1,50,,0.18777849196639282,0.0,0.019493196967476346,0.02532593439381509,0.0,0.024085134516023936,0.028244347110469803,0.0,-0.10531734404489251,0.0,0.0
SPY,validation,historical_bootstrap,20,2,1,50,0.0014328414392635552,0.17774738868581086,0.01003110328058196,0.0165480653477423,0.03275146975983915,0.0029451316197340455,0.029044259973951502,0.04555678995154705,0.004959125457927566,-0.08992208132997967,0.015395262714912844,0.03688446274931155
