cluster,n_tickers,mean_ann_vol,mean_skewness,mean_kurtosis,mean_max_drawdown,mean_avg_roll_vol,mean_annualized_return,dominant_sector
0,4,0.2963679207643075,-0.33492249852445305,12.970202728907726,-0.543472577503037,0.26053744021255415,0.11608891068636776,Financials
1,9,0.2752946953942672,-0.2663126676816424,10.756181151451422,-0.44875265351748683,0.24672907315607043,0.19005862991343755,Technology
2,1,0.48005553051570415,0.13708258220745753,6.9281679289025675,-0.6633508611980949,0.4427233872103885,0.5369140854943927,Technology
3,5,0.08639305649292658,-0.32685327331417635,5.366675829022413,-0.2477075640289324,0.08122333665622632,0.002254310894565597,FX
4,6,0.2050731500108498,-0.2978153204877376,9.035095571442406,-0.3818773501003195,0.18349485546085834,0.08689279037539259,Healthcare
